ID	payment_type	power_consumption	HHH	HGEW	MTREG0G	MTKAU0G	MTSTR0G	MTBEB0G	MTSTA0G	MTBON0G	MTADE0G	MTALT0G	MTFAM0G	MTKDI0G	MTKLE0G	MTKKL0G	MTKGB0G	MTKGL0G	SCMWGR2	SCMWGR3	SCMWGR4	SCMWGR5	SCMWGR6	SCMWGR7	SCMWGR21	SCMWGR22	PHARM1	PHARM2	PHARM3	PHARM4	PHARM5	PHARM6	canceler
8309	2	2692	1	0	12	-5	1	1	3	9	6	4	9	4	4		5	3															no
26875	1	1308	3	2	15	-9	3	2	7	7	7	6	5	5	1	6	3	1	5	3	4	3	3	2	2	2	7	1	7	2	4	6	yes
21173	2	1598	3	0	16	-8	1	2	5	5	5	4	2	10	3	3	6	3	1	5	2	1	3	5	5	2	3	2	6	3	1	1	yes
19958	2	1870																															no
32697	1	5581	1	0	16	-8	1	1	1	1	8	6	3	10	2	3	5	1	3	3	2	1	1	5	1	1	3	2	6	3	1	1	no
5542	2	1840	7	1	15	-6	1	3	2	2	8	6	2	8	4	3	1	0	2	2	5	3	4	5	1	5	6	4	6	2	5	7	no
15819	1	1667																															no
13647	2	4612	1	0	12	-6	1	1	8	7	9	5	7	5	2	3	7	0	4	5	5	4	2	5	1	5	7	1	4	5	3	3	yes
28836	2	1729	1	0	16	-6	3	1	5	6	7	3	8	10	2	0	2	0	5	5	4	1	4	5	1	2	7	4	2	5	3	6	no
25202	1	1091	1	0	16	-8	4	1	6	5	8	6	4	6	6	0	6	0	1	1	1	4	4	5	1	3	1	6	7	1	2	7	no
22300	2	3765	1	0	15	-7	1	1	5	2	9	6	8	8	8	0	4	3	5	5	1	4	5	1	3	3	7	1	7	2	2	3	no
9261	1	0	3	0	14	-9	1	2	1	2	6	5	7	5	5	6	5	1	3	5	4	1	3	5	1	1	2	1	7	1	1	6	no
16490	2	1713	11	0	13	-4	1	4	4	5	9	5	1	2	2		5	0															no
17871	2	1964																															no
22847	2	1064	5	0	15	-6	1	2	5	9	9	3	3	3	1	3	9	0	2	4	4	2	2	3	2	4	4	1	7	5	6	7	no
15583	1	0	5	0	15	-6	1	2	4	5	8	5	4	6	1	0	2	0	3	1	5	1	2	1	3	3	3	1	3	5	3	5	no
10467	1	773	7	0	16	-8	1	3	1	6	7	4	2	10	2	0	4	1	2	4	3	4	2	5	2	3	4	1	5	7	1	7	no
1246	1	2638																															yes
6671	2	1298	5	0	14	-3	1	2	6	5	7	5	5	10	1	0	9	3	1	4	5	3	2	1	1	2	4	1	4	5	5	6	no
10407	2	1901	1	1	14	-8	4	1	8	1	9	4	9	8	1	3	2	0	3	1	5	4	4	1	3	4	1	7	7	4	4	7	no
29519	2	3346	1	0	16	-6	4	1	5	3	1	4	8	4	4	6	3	0	2	1	3	5	5	1	1	4	4	4	1	7	1	6	no
30650	2	1030	3	0	12	-6	1	2	4	4	6	6	8	6	3	0	3	0	1	2	5	1	1	5	5	4	4	2	3	5	3	2	no
274	2	922	1	0	14	-3	2	1	4	3	7	5	9	8	1	6	5	2	5	3	2	5	3	5	2	4	6	1	2	1	6	6	no
24731	2	1783	1	0	14	-8	1	1	1	1	9	4	8	10	1	0	4	1	4	1	4	5	3	3	1	4	5	3	7	5	1	5	no
5008	2	3019	9	0	15	-8	1	3	2	3	4	5	1	3	2	0	5	2	3	5	3	3	1	1	1	2	3	1	6	1	2	6	no
33215	2	24	1	0	14	-4	1	1	2	2	8	5	6	10	1	3	6	2	1	5	3	4	2	2	4	1	7	6	7	4	4	4	no
5260	2	1294	6	0	13	-7	1	3	4	1	8	5	3	7	6	0	1	0	4	3	4	3	4	2	3	3	2	1	6	2	2	5	no
7820	2	2095	5	1	12	-2	1	2	5	6	4	5	3	2	3	3	5	0	1	1	5	2	2	2	1	5	1	3	7	6	2	5	no
24232	2	2426	5	0	12	-2	1	2	6	3	9	6	2	8	3	0	5	0	4	5	5	5	1	4	3	1	7	2	3	7	5	5	no
1846	1	2	4	2	13	-3	2	2	5	9	4	2	7	5	1	6	5	0	2	4	1	4	1	1	5	4	6	1	1	3	1	2	no
9828	2	1391	3	0	13	-4	1	2	3	5	5	4	4	7	1	0	7	0	4	1	4	4	5	3	2	4	1	3	3	3	1	7	no
15384	2	4305	2	0	16	-4	3	1	6	1	9	6	8	10	5	0	6	0	4	4	2	1	3	4	4	5	7	1	1	2	7	7	no
3145	2	1939	6	0	12	-2	1	3	3	4	7	5	1	3	1	0	2	0	1	3	3	5	1	3	3	3	6	1	6	5	1	1	no
10996	1	5380																															yes
30644	2	1336	9	3	16	-6	2	4	9	5	8	3	2	4	7	6	2	3	5	5	5	5	1	3	1	1	7	1	6	2	4	2	no
21115	2	3490	2	0	16	-9	3	1	4	2	8	4	8	10	4	0	6	3	5	3	3	5	4	4	2	3	7	1	7	4	4	6	yes
36381	2	779	1	0	14	-8	1	1	1	4	6	5	8	7	3	3	5	0		3			5				3	2	1	4	5	7	no
13432	1	2166	1	0	16	-8	1	1	4	2	9	4	9	9	4	6	9	2	4	1	3	5	3	4	1	5	6	1	1	2	3	6	no
34172	1	4060	1	0	14	-8	1	1	1	7	9	3	7	10	4		6	2															yes
18641	2	0	1	1	13	-5	4	1	8	2	8	4	8	10	4	6	7	1	1	1	2	2	4	1	3	3	7	3	3	5	3	3	no
31945	2	442	6	0	16	-6	1	3	2	5	4	5	2	2	1	0	3	0	2	3	4	1	1	4	2	2	7	4	2	5	3	6	no
22082	2	960	6	0	15	-2	2	3	6	6	6	6	4	9	6	0	5	0	4	4	3	2	1	2	2	4	5	1	7	1	4	6	yes
29911	2	4662	1	0	14	-7	1	1	5	2	4	5	8	10	2	3	4	2	2	4	3	1	3	5	5	4	6	4	7	4	1	1	no
37946	1	1006	7	1	15	-6	1	3	7	5	8	5	3	9	3	3	1	0	3	3	4	1	1	3	1	3	6	4	2	4	5	6	no
14492	2	3816	1	1	14	-7	2	1	7	4	9	6	5	8	3	6	4	1	1	2	5	3	2	2	3	1	6	2	1	5	6	7	yes
25035	2	1178	7	0	12	-2	1	3	7	6	8	6	1	7	5	3	3	2	4	1	4	2	3	3	3	2	1	6	6	6	3	6	no
3012	2	1362	1	0	16	-7	1	1	1	1	2	5	6	8	4	0	8	2	4	3	4	3	3	4	2	2	5	1	1	7	4	7	no
3249	2	0	1	0	16	-8	1	1	7	3	3	5	5	10	1	3	8	1	2	2	3	4	5	3	3	2	1	1	6	1	7	7	no
34446	1	1246	9	0	14	-3	1	3	3	6	7	4	4	6	3	3	8	2	5	1	2	4	4	5	2	2	3	1	7	5	1	2	yes
1617	2	1678	6	0	14	-4	1	3	6	5	8	3	3	2	3	6	1	0	4	4	4	2	1	3	1	3	7	2	7	1	3	4	no
11015	2	3776																															yes
23489	2	5338																															no
24756	1	2178																															yes
28535	1	1356	3	3	12	-6	3	2	9	7	8	3	4	6	2		4	2															no
6109	2	3108	1	0	15	-6	3	1	8	1	6	5	8	10	6	0	6	3	5	1	1	5	4	3	5	1	5	1	7	1	5	7	no
24577	2	1751	5	0	15	-6	1	2	4	7	4	5	3	10	6	3	3	0	3	2	4	2	5	5	2	5	4	1	7	2	6	7	no
21139	2	876	4	0	15	-7	1	2	6	1	9	7	2	3	3	0	1	0	3	4	5	2	1	3	4	5	6	1	7	2	2	3	no
8930	2	603	1	0	14	-7	1	1	9	1	9	6	2	6	3	0	4	1	4	3	3	3	2	3	4	1	7	3	2	5	3	3	no
35442	2	1033	1	0	15	-8	2	1	5	4	8	4	8	10	5	6	3	3	3	5	3	5	3	1	1	4	1	2	1	4	1	7	no
9208	2	1951	9	1	15	-2	1	3	4	6	6	4	2	8	2	0	7	1	3	5	2	3	3	5	1	3	5	1	5	3	1	7	no
6421	2	4677	1	1	13	-4	2	1	9	6	2	4	9	6	1	3	3	2	5	5	1	4	1	2	5	1	1	6	5	5	5	5	no
23676	2	1981	6	0	15	-6	1	3	3	3	9	5	3	4	1	0	1	0	1	3	5	2	1	3	2	5	6	4	6	1	5	7	no
18433	2	19																															no
19901	2	2546	1	0	14	-9	1	1	1	1	9	6	6	10	1	6	8	3	4	5	3	4	5	4	4	2	7	1	7	1	4	6	no
34933	1	1454	1	0	15	-6	1	1	8	3	9	5	3	4	1	3	6	0	3	4	2	1	4	3	3	1	4	2	1	4	6	5	no
55	1	2286	6	0	14	-9	1	3	6	4	1	4	3	1	6	0	5	1	5	5	5	5	1	5	1	3	6	1	6	4	4	6	no
21229	2	2184	1	0	13	-6	1	1	6	8	8	1	8	10	1		5	3															no
25850	2	3020	5	0	14	-9	1	2	1	3	5	3	9	9	2		6	1															no
8296	2	4846	1	0	12	-9	4	1	2	8	4	4	8	8	2	3	6	0	3	2	4	3	3	4	3	2	6	2	1	4	6	6	no
33590	2	4334	2	0	13	-9	1	1	3	2	8	5	6	4	2	0	6	0	4	1	2	4	3	3	3	1	4	1	3	1	2	6	no
20782	2	3278	2	0	12	-6	1	1	2	1	7	4	2	9	5	0	6	1	1	1	2	4	2	3	3	1	7	2	7	2	1	1	no
9858	1	4679	4	0	14	-9	1	2	4	7	4	4	6	9	1	0	7	3	3	4	3	4	3	2	1	4	2	1	6	3	5	7	yes
31477	2	2971	1	0	14	-5	2	1	7	8	9	4	7	9	3	3	2	1	3	4	4	1	3	2	3	5	6	2	2	4	5	4	no
27376	2	2258	1	0	14	-2	3	1	9	2	7	4	9	7	1	3	5	2	3	5	5	2	1	2	5	2	5	6	7	4	5	5	no
2594	1	2044	5	1	16	-2	2	2	9	4	7	5	4	8	2	0	8	0	5	1	5	1	5	5	5	1	6	3	7	4	1	6	no
3657	2	1494																															no
38028	2	983																															no
10131	2	2396	7	1	16	-6	1	3	2	6	8	4	3	7	5	0	6	0	2	4	2	4	2	4	1	1	2	2	5	1	3	7	no
24920	2	1788	1	1	16	-8	1	1	1	3	6	5	5	9	1	0	9	0	3	3	4	3	1	2	1	4	6	2	6	4	6	7	no
12157	2	2785																															no
19804	1	842	9	1	11	-1	1	3	8	1	4	5	2	3	2	0	7	3	1	1	5	2	4	3	4	5	7	4	3	5	1	3	no
19995	1	4088	1	0	12	-5	1	1	3	1	9	4	6	4	3		1	0															no
8176	1	1758	8	2	16	-7	3	3	8	8	6	3	1	6	1	0	3	0	3	3	5	1	4	1	4	3	5	3	2	6	2	7	no
31278	2	2341	1	1	12	-3	3	1	7	7	2	4	6	3	5	0	7	0	4	2	1	5	1	3	3	1	7	2	7	2	1	2	no
15046	2	1743	4	0	14	-7	1	2	5	1	8	7	2	6	1	6	3	0	5	4	5	3	1	4	5	4	3	1	7	1	2	6	no
4715	1	2696	1	0	14	-8	1	1	1	1	9	5	6	5	2		3	2															no
34816	2	1255	11	1	16	-8	1	4	3	5	8	4	4	10	4	0	2	0	3	4	2	5	4	5	3	3	1	1	6	7	2	5	no
16838	2	6238	1	0	16	-9	1	1	1	6	1	5	7	4	3	0	9	2									2	1	1	6	6	6	no
12657	1	1958	5	1	15	-6	1	2	5	9	2	3	5	4	6	6	8	0	2	2	4	1	4	3	1	2	5	4	2	5	5	6	no
22111	2	2900	1	0	12	-8	1	1	2	2	1	3	7	7	3		5	0															no
4560	1	205	1	0	16	-8	4	1	5	2	7	4	7	9	1	6	4	0	5	5	1	5	5	2	1	3	3	3	5	6	3	1	no
7858	2	2588	1	0	14	-7	1	1	9	3	7	4	8	10	1	3	7	3	4	1	4	5	1	1	4	4	1	2	2	4	4	5	no
13898	2	2088	1	1	16	-4	1	1	6	3	8	5	6	8	2	3	7	3	4	1	4	4	1	4	1	2	4	2	1	1	6	6	no
31490	2	5106	1	0	16	-6	3	1	6	3	7	5	9	5	5	6	4	0	5	1	1	3	3	5	1	1	5	1	2	2	1	6	no
13502	2	4078																															no
7178	2	3791	1	1	15	-7	1	1	2	1	5	3	8	10	1	3	4	2	5	1	1	4	5	1	4	4	1	7	7	1	6	6	no
27322	1	4990	6	0	15	-8	3	3	5	5	5	5	3	4	2	0	1	0	5	5	5	1	1	4	4	3	2	2	5	1	1	7	no
30137	1	5157	1	0	16	-7	1	1	8	1	7	5	5	1	1	6	1	0									7	1	1	6	5	6	no
32350	2	1087	1	0	13	-7	3	1	5	1	9	4	6	10	1	6	2	1									7	4	6	1	1	6	no
11562	2	3344	1	0	16	-7	1	1	1	7	8	4	5	5	1	0	7	0	1	1	5	5	1	2	1	1	7	2	7	4	2	6	no
36798	2	3189	2	0	16	-9	1	1	1	3	9	4	1	9	2	6	8	1	5	4	5	2	2	3	2	1	2	2	1	2	7	6	no
13002	2	10	1	0	12	-6	1	1	8	6	3	5	6	10	1	3	5	1	5	4	2	1	1	2	1	5	7	1	7	5	1	5	no
25042	1	2992	1	1	16	-6	3	1	6	2	7	6	9	5	5	6	4	0	5	1	2	3	3	5	2	1	5	1	2	2	1	6	no
27886	2	2358	1	0	12	-5	1	1	9	4	4	5	7	10	2	0	4	1	4	1	5	1	2	3	1	3	7	1	4	5	2	1	no
20591	2	24	2	1	14	-8	1	1	5	3	9	6	5	9	2	0	7	1	1	3	4	5	2	1	1	1	5	2	3	7	5	5	no
22347	2	2054	8	1	13	-4	1	3	5	1	5	5	2	4	1	0	2	2	3	2	5	1	2	2	5	5	3	4	1	1	7	3	no
17111	2	1224	1	0	12	-4	4	1	4	5	8	3	6	6	4	6	6	2	2	5	3	2	1	4	4	1	7	3	5	1	1	7	no
32125	2	2662	1	0	16	-8	1	1	1	3	3	4	6	8	4	0	3	0	1	5	5	1	1	3	4	1	6	2	7	5	1	5	no
6475	2	15	2	0	15	-7	5	1	7	2	4	3	4	10	3	3	5	0	5	4	2	5	1	1	4	2	5	3	7	3	1	5	no
19022	2	907	1	0	16	-8	1	1	3	3	7	3	6	8	2	0	7	3	2	1	4	1	3	3	1	3	3	1	7	4	4	7	no
1102	1	3254	1	0	16	-8	3	1	2	2	6	4	5	9	3	0	7	0	3	2	5	5	2	1	1	4	3	1	7	3	4	6	no
33538	2	2310																															no
8846	2	1549	3	0	16	-8	1	2	1	3	9	3	5	6	2	0	3	1	4	1	5	2	1	3	5	2	4	1	7	3	4	7	yes
37354	1	2401	1	0	16	-9	1	1	4	5	9	4	4	6	3	3	4	0	1	5	5	4	1	2	4	1	5	1	7	1	7	7	no
21719	1	1587	3	0	16	-7	1	2	1	5	9	4	1	4	1	0	8	0	4	1	1	5	1	1	5	3	4	2	1	5	4	5	no
12477	1	831	2	1	14	-5	2	1	9	5	4	3	6	9	3	0	2	1	1	4	4	5	1	3	1	3	7	2	2	5	5	3	no
21660	2	1052	1	0	15	-7	1	1	2	2	6	4	8	8	6	0	6	3	5	4	2	1	1	1	1	2	6	1	7	4	1	6	no
4099	2	1284	5	0	13	-5	3	2	3	7	3	4	3	7	4	0	7	0	5	1	2	5	2	1	2	1	6	1	7	4	2	5	no
29859	2	1068	7	0	13	-6	1	3	3	7	7	4	3	5	1	6	3	0	2	5	2	5	2	3	2	1	6	2	5	3	1	3	no
25512	2	3247	1	0	16	-8	3	1	7	3	9	3	4	8	5	0	1	3	3	2	4	1	2	5	2	1	4	2	7	4	4	7	yes
10787	2	4919	1	1	16	-9	2	1	2	7	9	4	9	8	2	3	8	2	1	1	5	1	3	2	3	2	4	2	7	1	5	6	no
1070	2	2582	1	0	15	-2	3	1	8	1	9	4	6	8	2	3	7	0	1	1	4	5	5	1	4	4	7	1	7	2	2	7	no
560	2	1958																															no
7229	2	363	6	0	15	-6	1	3	3	7	4	4	7	4	2	6	3	0	3	2	5	4	1	1	1	4	1	2	5	1	4	7	no
20971	2	1812	7	0	12	-2	1	3	4	7	7	5	4	10	2	0	5	1	2	1	5	1	1	5	2	3	7	3	7	7	6	1	no
31777	1	888	7	2	12	-3	1	3	8	6	7	3	9	6	4	3	8	1	4	2	2	4	1	3	2	3	4	1	6	4	1	1	no
7121	2	690	3	0	14	-8	1	2	1	8	5	3	5	9	3	0	5	2	4	4	4	4	1	1	1	5	1	1	7	3	4	6	no
93	2	1501	4	2	13	-2	2	2	9	7	7	4	5	9	7	6	2	0	1	1	5	3	5	1	4	4	4	5	3	1	6	2	no
14781	2	1917	2	0	15	-5	1	1	4	3	9	5	2	10	3	3	6	2	2	4	5	3	3	4	4	4	1	3	7	5	2	4	no
27215	2	3039	1	0	13	-4	3	1	4	4	7	5	8	8	1		6	0															no
21924	1	1088	6	0	13	-6	1	3	4	5	8	4	5	8	2	3	3	0	5	4	4	3	2	5	3	4	2	2	5	2	1	7	no
4054	1	3024	1	0	12	-3	1	1	9	2	4	4	2	10	4		7	1															no
3650	2	710	7	0	16	-2	1	3	4	4	8	6	1	9	2	0	7	0	4	4	4	2	1	3	1	1	5	2	6	1	3	6	no
34274	2	48	8	1	13	-5	1	3	6	6	7	5	4	3	1	0	8	0	1	1	4	2	1	1	1	1	7	5	1	1	7	6	no
12732	1	1809	3	0	13	-5	1	2	4	8	8	3	4	6	1	0	8	1	5	1	1	4	2	3	5	4	6	1	3	7	1	7	yes
16016	2	1541	5	0	16	-8	4	2	2	6	7	5	2	4	1	0	3	3	5	1	3	4	3	2	2	1	7	6	7	4	5	5	no
29613	2	3642	1	0	16	-8	2	1	9	6	7	3	5	3	7		1	0															no
23230	2	1933																															yes
17448	2	1217	4	0	14	-6	1	2	1	8	7	4	5	10	1	0	3	1	3	2	5	4	3	2	2	3	6	1	7	4	3	6	no
5250	1	85	1	0	11	-2	1	1	6	9	6	3	7	2	2	6	2	3	2	1	3	5	1	1	4	5	4	4	7	5	1	6	no
15689	2	1354	1	0	16	-8	1	1	9	1	6	5	4	1	2		9	0															yes
29625	1	2243	1	0	14	-6	2	1	7	5	6	2	7	10	1	0	5	3	5	5	2	5	5	5	4	5	2	1	7	1	5	6	no
1354	2	2023	1	0	14	-5	4	1	5	6	5	4	8	8	1	3	3	0	3	1	3	5	1	4	3	2	6	3	7	4	1	5	no
22028	2	1269	4	0	14	-6	1	2	4	8	2	3	6	10	1	3	8	0	5	5	3	3	5	5	1	3	6	2	7	4	3	1	no
22665	2	1744	4	0	15	-6	4	2	5	9	2	4	7	6	3	3	6	0	1	1	1	5	1	5	1	4	7	3	5	6	2	2	no
26679	2	1636	5	0	16	-3	1	2	5	4	4	4	3	5	6		1	2															no
19400	2	1912	1	1	13	-4	2	1	8	5	9	4	7	10	5	6	7	0	3	2	3	3	3	5	3	2	1	6	5	1	5	6	yes
1586	2	2850	1	0	14	-8	2	1	9	3	3	5	8	10	2	3	3	1	4	1	5	1	2	3	3	1	7	2	1	4	6	6	no
35045	2	4786	1	0	16	-8	1	1	3	5	4	5	9	7	5	3	6	2	5	1	3	5	1	2	5	2	3	1	3	2	2	7	no
7613	2	1599	7	0	14	-5	1	3	2	3	9	4	3	6	1	3	6	0	4	5	3	2	1	3	1	2	1	1	6	2	4	6	no
20507	1	2427																															no
37778	2	3637	2	0	16	-9	3	1	4	2	6	5	7	8	2	0	2	1	3	1	5	3	1	5	4	1	7	2	7	4	3	7	no
9673	2	1354	2	0	15	-5	4	1	5	1	2	4	7	9	9		4	2															yes
23355	2	114																															no
27007	2	2443	8	0	15	-3	1	3	7	4	7	6	1	3	2	3	5	0	5	5	4	3	3	3	4	2	7	1	7	3	2	3	no
34236	1	1123	7	0	12	-2	3	3	7	9	6	2	7	1	9	3	9	0	2	5	4	5	3	3	4	1	1	7	7	6	3	2	no
34016	2	7408	1	0	16	-8	1	1	3	1	6	4	6	2	1	0	4	0	5	3	1	4	3	2	2	2	5	1	1	3	7	7	no
33260	2	2333	1	0	12	-3	1	1	7	1	8	4	9	8	7	0	5	2	5	1	1	4	5	4	3	3	6	3	7	4	2	6	no
10267	2	1449	82	2	11	-4	1	5	8	5	6	5	1	6	1	0	5	1	1	5	5	3	1	5	5	1	5	5	7	4	4	3	no
20371	2	6828	1	0	13	-2	1	1	4	2	8	4	7	8	2	3	6	3	5	1	1	5	3	1	1	3	6	2	4	1	6	6	no
20412	2	2356	2	0	16	-5	3	1	4	8	8	5	8	10	1	6	5	0	3	3	3	5	4	2	4	1	1	1	6	7	1	6	no
17153	2	2147	2	0	16	-8	1	1	1	8	8	5	5	6	2		4	1															no
22483	2	1625																															no
8964	1	0	17	1	12	-2	1	4	5	2	3	5	1	5	4		1	1															no
13387	1	352	3	0	16	-9	1	2	1	1	8	7	2	7	1	6	8	0	2	3	3	3	4	3	3	2	2	2	1	5	6	6	yes
21965	2	216	1	0	16	-7	1	1	2	1	3	5	6	7	1	6	2	0	2	1	4	3	1	2	3	1	7	2	1	5	4	5	no
15902	2	1461	1	0	16	-8	3	1	5	8	9	5	6	7	1	3	9	0	1	3	4	5	1	5	1	3	7	1	1	3	7	7	no
4550	1	0	1	1	14	-5	4	1	3	2	4	4	8	8	1	0	9	0	4	2	2	4	1	2	1	1	3	2	6	1	1	7	no
6063	2	167	2	0	12	-6	1	1	2	1	6	5	2	9	3		7	0															yes
35357	2	2281	1	0	15	-6	1	1	2	7	8	5	2	10	2		5	1															no
10885	2	533	5	0	16	-6	1	2	2	7	7	5	2	2	1	3	5	0	3	1	2	5	1	1	2	4	6	1	3	7	3	3	no
19500	2	22955	5	0	15	-3	4	2	8	7	9	4	7	8	3	0	5	2	1	3	1	1	5	4	1	5	1	1	7	2	1	5	no
37724	2	791	2	1	12	-6	3	1	5	9	8	3	9	10	1		6	1															no
37334	1	2669	5	0	15	-4	3	2	4	8	5	5	2	10	2	6	6	0	2	2	4	1	1	3	3	3	7	4	4	5	5	5	yes
11276	2	2015	2	0	14	-8	3	1	5	1	8	7	5	10	1	0	8	1	1	3	5	5	1	4	4	1	3	1	7	4	3	7	no
33860	1	1212	36	1	15	-7	1	5	2	1	7	7	1	1	1	0	2	0	5	5	1	2	2	5	2	1	6	2	5	2	2	6	no
13714	2	4129	1	0	15	-9	1	1	6	2	6	5	6	10	2	0	6	1	4	2	1	4	5	2	2	4	7	1	2	5	6	6	yes
16282	2	958	25	0	16	-8	1	5	1	1	5	7	1	1	1	0	2	0	3	3	3	4	4	4	4	2	6	2	6	4	6	7	no
4674	2	5179	1	0	16	-6	1	1	2	1	8	5	9	10	3		6	1															no
13365	2	2595	1	0	16	-9	1	1	8	2	9	4	8	7	2	0	5	3	1	2	3	4	4	4	2	3	7	3	3	6	3	1	no
33093	1	1088	12	1	13	-3	1	4	8	6	7	4	3	5	1	0	2	0	4	1	1	4	4	1	1	1	7	4	1	1	7	6	no
5596	2	4375	1	0	12	-6	1	1	9	2	8	4	8	9	1	0	4	1	3	4	2	3	3	4	4	3	6	1	6	1	4	7	no
27383	2	6584	1	0	16	-8	1	1	1	1	9	6	5	2	1		8	0															no
36676	2	1718	10	0	13	-2	3	4	7	4	5	5	6	5	8	0	2	1	4	2	5	3	2	4	5	2	6	3	1	1	7	4	no
8459	2	1849	0	1	16	-6	2	0	6	2	1	5	8	6	1	6	8	2	1	5	5	5	3	3	5	1	1	4	6	1	2	7	no
26041	2	893	3	0	16	-7	1	2	1	1	7	6	8	6	2	0	3	0	5	1	4	3	1	4	4	3	7	1	3	7	2	7	no
34131	1	3887	2	0	16	-9	1	1	1	6	9	4	9	2	1		3	0	3	1	4	5	1	2	1	3	7	2	2	4	6	5	no
31539	2	2173	1	0	16	-7	1	1	8	2	8	5	7	6	2	3	1	0	2	1	3	4	3	4	3	2	7	2	6	4	4	4	no
35303	2	2440	6	0	16	-4	1	3	3	3	9	4	3	6	2	3	3	3	1	1	4	1	1	4	4	4	3	1	5	1	7	7	no
28119	1	4227	1	0	11	-3	1	1	4	7	6	2	7	10	4	0	8	1	5	2	1	4	4	4	5	4	1	5	1	4	1	5	no
11122	2	4998	1	0	13	-7	3	1	8	1	8	5	6	7	1		9	3															no
25038	2	2346	7	0	16	-8	1	3	2	2	5	5	2	2	1	0	6	0	2	5	5	1	1	4	2	3	6	1	7	4	5	4	no
51	2	1896	5	0	14	-4	1	2	2	5	4	5	2	7	1	0	5	0	2	2	4	1	5	2	1	2	5	1	7	5	4	4	no
6153	2	3328	4	0	12	-2	3	2	9	6	7	4	5	7	6	3	2	0	3	3	4	3	1	3	4	1	1	6	6	6	3	6	no
9610	2	3992	4	0	16	-8	3	2	4	7	2	3	5	9	3	3	7	2	5	5	2	4	5	3	5	3	5	2	7	5	1	7	no
10527	2	1292																															no
13196	2	2151	4	0	12	-6	1	2	2	3	8	4	3	3	1	3	3	0	4	3	3	2	1	1	3	4	2	1	6	3	1	5	no
351	2	2896																															no
1140	2	1632	1	0	15	-9	4	1	5	2	7	4	7	10	8	6	2	1	4	1	4	5	1	1	2	5	5	1	1	6	6	7	no
9358	2	1249	2	1	15	-6	1	1	2	5	2	4	3	7	2		5	0															no
10913	1	0	5	0	13	-3	1	2	8	9	8	4	6	9	2	3	7	0	4	3	4	2	2	1	4	3	4	5	1	2	7	3	no
11332	2	1782	8	0	13	-2	1	3	5	2	8	5	2	8	3	0	3	1	2	2	3	1	3	3	1	2	6	4	1	1	7	5	no
5432	1	383	3	2	16	-9	3	2	6	8	7	5	3	7	2	0	3	1	3	4	3	3	3	4	1	4	1	1	7	3	1	7	no
37826	1	6586	1	0	14	-9	1	1	1	6	5	3	3	1	1	3	2	0	5	5	1	4	4	5	3	1	2	2	1	4	6	7	no
7880	2	295	1	0	16	-9	1	1	1	8	8	5	3	4	1	3	8	0	1	1	1	1	1	2	1	3	6	2	1	1	7	7	yes
28232	2	975																															no
803	2	7066	1	0	14	-4	1	1	5	2	3	4	7	7	3		5	2															no
17475	2	4921	1	0	15	-3	3	1	5	5	7	5	9	2	3	3	7	0	1	4	3	3	1	3	1	3	5	2	7	4	3	3	no
25789	2	4841	1	0	16	-3	1	1	9	7	4	4	6	10	4		2	0															no
9939	2	1924	6	0	13	-6	1	3	4	2	8	5	3	1	6	0	5	1	5	1	5	5	1	1	2	5	7	1	4	6	4	3	no
19130	2	2885	2	0	15	-7	3	1	4	1	9	5	8	5	3	3	6	2	2	5	4	2	2	5	5	5	7	1	4	1	6	7	no
11234	2	6367	2	2	15	-2	1	2	7	4	6	4	5	9	5	0	6	0	3	1	1	5	4	2	4	3	6	1	7	1	7	6	yes
12815	2	3106	1	0	16	-8	4	1	7	5	7	6	7	7	1	3	7	3	3	4	3	5	3	3	1	3	5	2	1	4	3	6	no
8431	2	1159	3	0	14	-8	2	2	5	5	8	5	8	10	4	0	2	0	3	3	5	2	2	2	4	1	5	2	7	4	3	7	no
2403	2	1774	5	0	16	-2	1	2	1	4	9	4	5	10	1	0	3	0	1	1	1	3	1	3	3	4	6	1	5	7	1	6	no
30542	2	2008	1	0	16	-7	1	1	3	7	2	4	7	6	1	0	2	0	5	4	2	5	2	3	3	1	2	1	3	1	5	7	no
13429	2	1170	8	0	15	-2	1	3	2	4	7	5	1	8	2	0	6	0	5	5	3	5	4	3	4	4	5	2	7	1	3	5	no
32025	2	3921	1	0	16	-8	3	1	7	4	9	5	4	6	1	3	8	0	1	5	5	5	1	1	4	3	6	1	1	5	5	6	no
9850	2	708	7	0	15	-7	1	3	1	5	5	5	4	7	2	0	5	1	3	4	3	5	4	1	2	2	4	1	6	2	1	3	no
25772	2	1541	2	0	14	-4	4	1	3	4	9	3	7	8	4	6	4	1	3	1	5	3	1	5	5	2	7	2	1	5	5	6	no
31245	1	2819	1	0	15	-6	1	1	3	6	9	3	8	10	4	3	4	3	1	5	5	1	3	1	4	1	7	2	1	4	6	5	no
18262	2	2265	1	0	14	-7	1	1	4	2	1	4	8	8	1		5	0	3	5	3	1	1	5	5	2	5	3	7	4	1	4	no
5522	2	1251	2	0	15	-8	3	1	8	1	5	5	6	10	5	0	5	1	2	1	4	4	1	1	5	1	5	6	7	1	2	6	no
2034	1	1821	3	1	13	-5	1	2	8	4	8	3	5	7	2		6	0															yes
30754	2	3303	4	1	16	-9	4	2	5	9	5	3	5	10	1	0	6	3	1	5	3	1	2	5	1	2	2	4	7	4	1	6	yes
