ID	payment_type	power_consumption	HHH	HGEW	MTREG0G	MTKAU0G	MTSTR0G	MTBEB0G	MTSTA0G	MTBON0G	MTADE0G	MTALT0G	MTFAM0G	MTKDI0G	MTKLE0G	MTKKL0G	MTKGB0G	MTKGL0G	SCMWGR2	SCMWGR3	SCMWGR4	SCMWGR5	SCMWGR6	SCMWGR7	SCMWGR21	SCMWGR22	PHARM1	PHARM2	PHARM3	PHARM4	PHARM5	PHARM6
3986	2	3439	1	0	16	-8	1	1	4	4	6	3	3	8	2	3	8	2	3	3	3	4	3	2	1	1	5	2	7	1	7	7
35049	2	2841	8	0	15	-7	1	3	1	4	9	4	2	7	4	0	3	0	3	3	4	3	4	3	1	2	7	3	7	1	6	7
18637	2	1428	2	0	14	-7	3	1	5	1	2	4	5	9	5	0	2	0	1	3	5	2	1	5	3	2	6	2	1	5	5	5
18939	2	1132	5	0	15	-5	1	2	3	5	6	4	4	10	1	0	7	0	4	2	5	1	4	2	1	3	5	4	2	5	3	6
31317	2	7531	3	0	13	-3	3	2	3	7	6	3	8	4	7	3	8	2	1	1	4	4	1	3	5	3	6	4	7	4	1	6
6184	2	2347	2	0	15	-4	3	1	6	2	9	3	6	10	3	6	7	0	1	1	2	3	5	2	3	2	7	1	2	4	6	6
11687	1	2084	6	0	15	-5	1	3	2	2	6	5	3	9	1	0	6	0	2	3	4	5	5	1	2	4	1	3	5	4	1	6
17917	2	419	1	0	16	-9	1	1	1	3	8	4	6	4	1	3	8	0	3	4	3	2	1	2	5	1	1	1	6	7	1	4
27000	2	1768	1	1	16	-6	4	1	9	4	6	4	9	10	2	6	5	1	3	5	2	1	5	5	3	3	1	3	4	1	2	4
25118	2	3439	0	1	13	-5	1	0	3	5	9	6	6	9	3	3	8	1	5	1	4	5	2	2	5	1	4	1	3	3	1	3
6089	1	3606	1	0	11	-1	1	1	8	3	7	3	9	9	3		9	0														
27388	2	3270	1	0	12	-8	1	1	3	6	9	5	7	4	1	0	8	0	1	1	5	4	1	2	2	1	7	2	1	5	3	6
27223	2	2419	5	0	15	-1	3	2	7	4	5	5	3	6	1	6	5	0	3	1	5	5	1	1	5	3	1	6	7	1	7	6
33697	2	4171	1	0	14	-5	1	1	7	6	9	4	9	10	2	3	5	1	1	1	5	3	1	2	2	5	7	2	1	4	3	4
12199	2	1587	5	0	13	-3	1	2	8	1	8	5	7	7	1	3	3	0	1	3	4	4	2	4	3	1	6	2	3	4	6	5
29789	2	2482	10	0	15	-6	1	4	3	4	4	5	2	7	3	3	8	0	2	2	3	2	3	3	1	2	6	4	2	4	5	7
36457	1	3835	3	0	13	-7	1	2	5	2	7	5	7	2	5		9	2														
13672	2	1149	5	0	16	-8	4	2	1	5	7	3	4	10	2	3	3	0	3	5	4	1	1	2	4	1	1	2	3	2	4	5
24480	2	1830	3	0	13	-5	1	2	3	9	4	3	4	6	1	0	7	0	1	2	5	4	3	2	1	1	7	3	1	6	1	5
20217	1	2731	2	1	16	-8	3	1	6	1	3	4	8	9	2	3	8	2	1	4	5	1	1	1	3	1	7	2	7	4	2	6
37002	2	486	3	0	14	-9	3	2	2	1	7	5	8	10	1	3	5	0	1	4	5	1	1	2	5	1	1	4	7	4	1	6
38344	1	3136	4	0	14	-8	1	2	6	9	5	4	6	9	1	0	1	1	5	5	4	5	5	5	2	1	7	5	3	5	6	5
2765	1	175	2	0	15	-3	1	1	2	8	6	4	2	7	1	0	5	0	2	5	2	5	1	3	1	1	6	1	7	1	5	7
11791	2	3640	2	1	15	-7	4	1	4	5	7	3	7	10	2	3	4	0	5	5	4	1	3	3	5	1	1	1	6	1	1	4
24557	2	917																														
15156	2	1938	1	0	16	-8	1	1	4	1	8	4	5	1	3		9	3														
30773	2	4282	1	0	14	-8	4	1	7	4	9	4	7	10	2	0	7	1	4	1	5	2	1	2	4	1	6	2	7	4	3	7
33638	2	3558	1	0	16	-8	1	1	6	4	9	4	9	9	6	6	5	1	5	2	3	4	5	5	5	2	6	1	2	2	1	5
19704	2	1050	2	0	15	-6	1	1	2	1	6	5	6	8	2	0	3	3	3	4	3	2	1	4	5	3	7	1	7	2	1	2
30231	2	3075	1	0	16	-7	1	1	1	7	7	4	7	8	1	0	4	0	5	5	2	3	5	5	3	4	4	1	3	1	4	6
25614	1	46	1	1	12	-6	1	1	5	1	3	5	6	1	4		8	0														
2370	2	1029																														
3960	1	4687	1	2	12	-8	1	1	3	4	9	4	5	8	1	0	7	2	4	1	1	5	3	5	4	2	4	1	3	7	5	7
1352	2	529	1	0	16	-8	1	1	5	3	2	5	5	8	1	3	8	0	1	5	5	2	1	2	1	2	5	2	7	1	7	7
21057	2	3378	1	0	15	-6	1	1	8	1	4	4	8	6	6	3	6	0	1	4	4	5	1	1	5	1	7	6	1	4	4	6
36728	2	3218	1	0	14	-4	1	1	2	1	8	6	7	10	1	0	5	2	3	1	3	4	2	2	1	1	7	4	5	5	1	2
2663	1	0																														
35186	2	5034	2	0	15	-7	4	1	8	8	8	5	4	10	3	6	5	2	3	5	5	3	1	5	5	1	7	3	7	1	2	7
398	2	1678	8	0	15	-6	1	3	2	3	4	4	2	9	3	0	3	1	5	4	2	4	5	1	2	5	7	2	7	2	2	4
28018	2	3788	2	0	16	-8	3	1	1	7	5	4	8	6	2	0	8	0	2	4	1	4	3	1	2	1	6	1	1	7	3	6
11636	2	2053	4	0	14	-8	1	2	1	5	5	4	8	9	5	0	5	0	1	4	4	4	5	5	1	5	6	2	3	5	3	4
10253	2	2975																														
10969	2	28606																														
16059	1	1492	7	1	13	-6	1	3	3	8	5	4	2	6	1	0	6	0	3	5	2	3	3	4	1	2	6	2	5	2	1	6
16947	2	3014																														
35432	2	2275	2	0	16	-6	1	1	8	5	9	6	6	4	3	0	4	2	5	4	2	5	3	4	2	2	6	1	1	5	6	7
32087	1	2586	3	0	16	-8	1	2	6	6	9	4	2	7	2	0	4	2	5	5	3	5	5	2	4	1	1	1	7	1	2	6
1036	2	4181	1	0	14	-7	3	1	2	8	1	3	9	8	4		6	3														
11755	2	3161	1	0	16	-8	1	1	4	2	5	3	7	9	2	0	5	1	4	1	2	5	3	3	3	1	6	1	1	7	3	6
16212	2	1716	1	1	13	-7	3	1	7	4	9	5	6	6	2	0	5	0	2	4	4	4	3	4	3	1	7	2	1	5	4	6
15980	2	6406	1	1	12	-4	3	1	9	1	9	5	9	10	2		7	1														
29263	2	953	5	0	13	-4	1	2	4	1	9	6	1	9	7	0	1	0	2	3	5	3	1	1	4	5	1	2	5	3	1	6
7566	2	6545	2	0	14	-8	1	1	2	2	6	4	7	10	1	3	9	2				4		1			1	7	3	1	6	1
21216	2	1275	7	0	15	-7	1	3	2	5	6	3	3	7	3	0	5	0	3	2	4	5	5	1	1	2	7	4	5	1	4	7
3585	2	1719	3	0	15	-7	4	2	8	5	4	4	7	9	4	0	1	0	1	1	4	4	3	2	4	3	5	1	7	4	3	7
10812	2	3217	1	0	15	-9	4	1	6	6	6	4	7	10	1	0	8	1	3	5	3	5	2	5	4	4	3	1	2	1	7	6
15600	2	4613	1	0	12	-5	1	1	3	1	9	5	4	8	1	3	4	2	3	1	1	5	2	1	2	3	6	3	4	5	1	1
9748	1	1																														
36287	2	4330	6	0	13	-5	1	3	2	2	5	4	1	6	3	0	2	0	1	2	2	3	1	1	3	4	2	1	6	2	1	4
33333	2	3174	1	0	13	-5	1	1	3	2	8	5	4	10	1	0	4	1		1			5				6	3	1	6	3	4
3375	2	1620																														
32552	2	1266	2	0	16	-8	4	1	5	2	7	5	7	10	1	3	6	2	4	1	2	3	1	5	4	1	7	2	1	4	4	5
33639	2	1649	5	0	15	-7	1	2	1	1	5	6	2	3	2	0	2	2	3	2	5	2	1	3	4	3	6	1	6	2	1	5
15126	2	3040	1	0	12	-6	1	1	6	2	7	3	5	10	1		4	0														
18268	2	609	23	0	13	-6	1	5	4	5	6	4	1	6	1	0	7	0	3	5	1	4	1	4	4	1	2	2	5	1	1	7
19748	2	4112	2	1	12	-6	4	1	7	8	5	4	9	9	3	3	7	0	2	4	3	5	1	2	2	1	7	6	7	5	1	1
17707	1	2347	2	0	15	-6	1	1	2	5	9	4	6	6	5	0	1	2	5	3	3	4	4	5	5	4	2	1	5	1	5	7
25997	2	511	3	0	12	-6	1	2	3	5	9	4	3	8	1		6	0														
16951	1	21	4	1	13	-4	3	2	8	7	4	4	4	8	3	0	5	0	2	2	5	5	4	4	5	3	7	4	6	3	1	5
32002	2	4095	5	0	15	-6	1	2	2	9	4	3	3	9	3	0	5	0	5	5	4	3	5	5	5	5	6	7	6	1	3	7
1538	2	2025	1	0	16	-7	1	1	7	1	8	6	8	10	3	3	7	1	2	3	5	3	1	2	1	5	7	2	1	4	7	6
949	2	2161																														
32769	2	1473																														
35891	2	4301																														
27207	2	1245	1	0	13	-6	3	1	5	3	9	4	5	9	2	0	4	1	5	2	3	3	1	5	4	2	4	1	3	1	2	6
11097	2	4249	2	0	16	-8	3	1	2	3	8	5	9	10	2	6	1	3	2	3	5	1	1	3	4	1	7	1	7	1	4	6
35451	2	2729	1	0	15	-8	1	1	6	5	5	5	8	9	3	3	7	2	4	4	1	3	5	1	1	5	1	1	1	2	5	7
17283	2	7390	1	0	15	-4	3	1	8	6	9	3	9	9	2	3	9	3	3	2	5	3	2	4	4	4	7	4	2	4	3	6
29442	2	3081	2	0	15	-5	2	1	8	7	3	4	5	5	1	3	3	0	1	1	5	5	1	3	1	1	5	5	7	4	6	6
4098	2	2494	1	0	16	-7	2	1	3	2	7	4	6	8	1	0	1	0	4	1	5	1	2	2	5	5	6	1	7	1	6	7
25226	2	1870	1	0	13	-9	1	1	2	7	5	4	8	10	1	0	1	0	5	3	2	5	4	1	4	2	6	1	2	1	2	6
38408	2	301	2	1	16	-9	4	1	1	2	7	3	7	10	3		6	2														
1920	2	3887	1	0	13	-7	1	1	9	6	2	5	4	8	3	0	8	1	5	4	4	4	1	2	4	1	7	1	3	2	1	4
10180	1	96	2	0	16	-8	3	1	7	8	8	4	9	9	1	0	8	1	1	3	5	5	5	2	3	1	6	1	1	7	5	7
26962	2	2563	1	0	16	-8	3	1	4	1	8	4	7	9	2	0	5	0	1	4	3	2	1	3	5	1	1	7	7	1	5	6
29673	2	2344	10	1	13	-6	1	4	4	5	2	2	1	10	1	6	5	1	5	5	1	5	5	5	1	4	1	5	1	2	7	4
9155	2	8247	2	0	16	-8	1	1	1	6	6	4	8	6	4	3	5	2	3	3	4	1	4	2	3	2	7	2	1	4	5	6
30697	1	0	1	0	14	-9	1	1	2	1	5	5	8	8	4	0	2	3	4	2	3	3	1	1	3	3	7	1	1	6	5	7
22098	2	5142	1	0	16	-6	4	1	6	7	8	5	9	6	3	3	6	0	4	1	1	2	5	3	5	2	2	3	3	4	1	5
34571	2	1253	2	0	16	-9	3	1	1	1	2	4	6	8	4		3	0														
17784	2	2249	1	0	16	-8	3	1	9	4	6	4	3	10	2	3	8	0	1	5	2	2	5	2	2	3	4	1	1	2	3	7
13569	2	1289	1	0	14	-8	1	1	5	1	7	5	7	4	3	6	9	2									7	1	1	6	5	6
4437	2	2298	2	0	14	-8	2	1	3	1	4	5	8	9	5	0	3	1	2	1	2	4	3	1	1	4	7	2	1	5	5	6
27089	2	1620	1	0	16	-8	4	1	2	5	5	2	9	9	7	3	3	3	4	3	4	1	1	4	5	3	7	1	7	3	4	7
29080	2	1337	3	0	14	-9	3	2	4	4	9	4	7	10	1		4	3														
14366	2	616	1	2	13	-7	3	1	5	6	4	3	8	8	5	0	4	2	1	1	1	4	3	1	1	3	2	2	2	2	1	6
12675	2	1575	1	0	14	-8	4	1	6	1	8	6	5	10	2	0	7	1									5	1	7	4	3	7
17705	2	470	1	0	14	-7	1	1	2	1	8	5	8	9	1	3	6	1	5	1	3	4	1	2	5	2	5	1	7	3	3	7
32608	2	1749	1	0	15	-7	4	1	6	1	5	5	8	9	2	0	5	2	3	2	4	1	4	4	1	5	7	2	7	5	2	5
1746	2	1765	1	0	14	-5	3	1	6	3	6	4	5	9	2	3	1	0	1	1	3	3	1	1	3	2	6	2	1	4	6	7
12797	1	1538	4	0	15	-2	1	2	2	4	8	4	5	9	7	0	4	2	1	2	5	5	1	1	1	3	5	4	7	1	2	2
26884	2	4338	1	0	16	-7	4	1	6	3	9	6	6	6	1	3	8	0	2	3	1	1	3	1	5	2	1	6	7	1	4	7
31281	1	2912	1	0	16	-7	1	1	1	4	8	4	4	10	2	0	6	3	1	1	3	2	4	1	1	1	4	2	2	4	6	4
1347	2	4202	1	1	16	-7	1	1	4	5	4	4	8	7	2	0	8	0	5	1	4	3	2	2	5	1	6	1	2	7	2	6
22634	2	317	3	0	13	-2	1	2	5	4	7	6	2	4	1	0	3	0	4	1	3	1	3	4	5	5	7	3	7	4	1	4
17660	1	1871	1	0	16	-7	1	1	1	1	9	4	3	9	3	0	6	1	5	1	4	5	1	1	5	3	1	3	4	5	2	4
11289	2	2092	1	0	16	-6	3	1	6	6	6	7	8	5	3	0	7	0	4	1	1	3	1	2	2	2	3	4	7	1	2	2
5571	2	699																														
26383	2	5456																														
32545	2	2304	1	0	14	-6	3	1	5	2	9	4	7	10	3	0	8	2	3	1	5	1	1	4	5	4	4	2	7	4	4	7
19567	2	2465	1	0	14	-8	1	1	1	2	5	5	5	10	3	0	6	3	1	5	5	1	1	2	5	5	3	2	7	4	4	7
9710	1	1289	1	0	14	-4	4	1	3	7	9	4	6	9	3	3	8	0	1	5	2	3	5	4	5	5	7	3	5	4	2	4
28097	1	2932	3	0	16	-9	3	2	6	5	7	4	7	5	1	0	6	2	3	5	4	4	1	2	5	1	1	5	7	1	1	6
9402	1	2866																														
20260	2	904	1	0	14	-8	4	1	5	4	4	4	6	1	1	0	1	0	2	5	3	2	2	5	3	3	7	3	5	5	3	4
5924	2	1014	5	0	13	-4	1	2	5	3	7	7	3	6	6	0	2	0	2	1	5	1	1	2	3	2	1	3	2	1	4	6
1819	1	2559	10	0	16	-2	1	4	2	2	8	5	2	5	5		1	0														
34564	1	2805	1	0	16	-9	3	1	1	1	8	4	9	9	1	3	7	1	5	5	5	2	3	4	1	3	7	5	5	3	7	3
34547	2	463	6	2	15	-6	1	3	8	5	6	4	5	9	1	0	4	1	3	3	5	4	2	4	4	4	1	2	7	3	4	5
23169	2	1099	1	0	16	-8	1	1	1	5	7	4	6	8	1	0	6	0	3	2	3	4	2	3	2	1	3	1	7	4	4	7
34638	2	6864	2	1	14	-9	2	1	8	3	5	4	3	3	5	6	4	3	1	1	5	2	1	3	1	4	6	4	2	4	7	7
2154	2	8141	0	1	12	-8	3	0	6	9	3	4	5	10	3	3	8	1									3	1	1	5	5	7
31871	2	1587	1	0	16	-5	1	1	5	4	7	4	6	10	2	0	8	1	4	1	4	5	2	2	1	2	5	2	1	2	7	7
12986	2	1749	1	0	13	-7	1	1	3	2	9	6	4	6	1	0	7	0	5	2	5	2	1	3	5	1	3	1	3	1	2	7
35302	2	3865	1	0	16	-9	3	1	4	1	8	5	7	8	2	3	2	1	1	3	4	2	1	5	3	5	7	2	7	4	3	7
2602	1	670	4	1	13	-5	4	2	5	1	6	4	5	6	1		7	0														
16788	1	0	6	1	15	-8	3	3	6	5	9	5	3	9	2	3	6	0	5	2	5	4	1	2	5	4	5	1	6	7	2	6
24706	2	703	2	0	14	-7	1	1	1	6	4	4	6	9	2	0	4	1	4	2	4	4	4	4	2	1	4	2	7	4	3	6
23135	2	4640	2	0	14	-8	1	1	1	6	8	5	5	8	5	3	6	0	3	3	3	1	2	5	5	5	6	2	1	4	4	6
23213	2	1888	3	0	16	-9	1	2	1	4	7	3	4	4	2		3	0														
15408	2	1750	0	1	16	-7	1	0	2	8	7	2	8	2	6	0	9	0	4	1	3	4	2	1	2	2	1	1	1	7	3	6
32892	2	2119	1	2	14	-7	3	1	4	3	8	5	9	3	3	3	6	0	4	1	5	2	1	2	4	1	3	2	3	4	5	6
7009	2	2046	5	0	16	-7	1	2	6	6	7	4	4	9	4	0	1	2	5	3	5	5	2	2	2	4	6	1	7	2	5	6
11528	2	760	2	0	13	-7	4	1	4	1	8	6	4	9	1		3	0														
10463	2	3022	1	0	15	-7	1	1	7	4	2	3	9	9	4	0	9	1	5	1	5	3	5	1	5	3	6	1	2	1	7	7
128	2	1119	5	0	16	-8	1	2	1	1	8	6	4	1	1	0	3	0	1	1	5	1	1	4	5	2	2	1	7	4	3	6
12050	1	1274	1	1	12	-6	1	1	5	1	3	5	6	1	4		8	0														
14230	1	4479	1	0	16	-7	3	1	3	2	3	3	8	10	1	3	7	0	4	4	1	3	4	5	4	5	1	1	1	1	7	7
17511	2	248	3	0	16	-5	1	2	7	4	9	4	6	8	2	0	2	0	4	2	1	4	2	3	4	2	3	1	5	1	3	7
29817	2	2330	7	0	12	-6	1	3	2	2	8	5	6	3	1	0	9	0	1	5	5	1	5	1	3	5	7	1	7	2	1	1
3131	2	1492	6	2	14	-7	1	3	4	7	5	2	2	9	1		6	0														
33106	2	915	7	1	16	-9	1	3	1	8	4	4	5	9	1	0	8	0	3	5	3	5	3	2	1	4	4	1	7	3	2	7
18957	2	968	5	0	14	-8	1	2	2	2	6	5	4	10	1	0	7	0	3	1	2	5	1	1	3	4	3	1	7	4	4	6
10696	2	2521	2	0	16	-8	3	1	1	5	6	3	9	9	3	3	5	3	3	1	3	5	5	1	2	1	3	1	3	2	2	7
33224	2	1558	3	0	13	-4	1	2	9	7	3	3	6	9	2	0	2	1	5	5	4	3	3	5	5	1	1	6	5	3	5	5
9655	2	5930	0	1	15	-2	4	0	4	1	9	5	9	9	1		8	1														
11071	2	1621	6	0	13	-6	1	3	2	6	5	4	3	7	4	3	5	0	3	2	1	3	3	1	2	2	1	3	2	2	6	7
37802	2	2355	4	0	16	-9	1	2	1	4	6	4	3	9	1	3	9	0	2	2	5	3	1	2	1	4	1	1	4	2	7	7
10306	2	5641	1	0	13	-5	1	1	5	1	9	5	5	7	3	0	5	0	1	5	5	4	3	4	2	4	6	2	2	5	4	6
13946	1	845	3	2	13	-7	1	2	7	5	9	4	5	4	2	0	3	2	5	2	2	3	1	4	2	1	5	1	3	7	2	7
14209	1	4538	5	0	16	-8	1	2	7	8	7	1	3	10	3		6	1														
30297	2	871	2	0	13	-2	1	1	3	1	8	5	7	4	8	6	2	2	2	3	1	5	4	2	4	2	6	6	3	2	5	3
38225	2	4847	14	0	12	-2	1	4	6	1	4	5	2	7	1		2	0														
30535	2	784	4	0	15	-3	1	2	3	8	9	4	3	7	6	0	7	1	3	5	1	3	2	3	3	3	3	1	7	2	4	3
36036	2	4972	1	0	16	-9	3	1	1	1	5	4	7	9	2	0	6	2	2	1	3	1	3	3	2	2	2	1	1	3	7	7
30791	2	1567	1	0	13	-5	3	1	6	7	7	6	3	8	6	0	8	1	1	4	5	4	4	3	2	1	6	3	1	6	3	1
28593	1	3536	1	0	12	-4	1	1	3	1	7	5	9	10	2		6	2														
3785	2	4064																														
13327	2	1802	6	2	13	-2	3	3	4	8	3	3	1	6	2	0	9	2	4	3	5	1	3	2	5	1	1	3	2	1	4	6
22731	2	1802	2	0	16	-8	3	1	3	4	7	6	6	10	1	0	5	0	1	1	5	1	2	1	4	4	6	2	1	5	6	6
18723	2	4312	2	0	14	-8	4	1	7	2	5	4	6	7	5	6	1	2	4	1	4	5	3	4	4	1	6	4	1	5	3	7
8590	1	1028	1	0	14	-6	1	1	7	1	6	5	6	10	2	3	3	1	1	2	5	1	4	1	3	2	6	2	3	4	5	4
15791	2	2523	1	0	16	-8	4	1	9	2	5	4	6	10	2	6	1	3	2	1	5	4	1	4	5	1	6	2	7	1	6	7
38090	1	2310	1	0	14	-2	3	1	8	3	9	4	7	7	3	0	7	0	2	3	4	3	1	1	1	3	6	6	7	5	1	1
34431	1	1493	1	0	16	-7	1	1	2	1	9	5	7	10	2		7	1														
17950	1	941	4	0	15	-7	1	2	3	7	4	6	1	8	1		8	0														
3262	2	3198	7	1	13	-7	1	3	3	8	8	4	1	8	2	3	9	0	2	4	4	4	5	3	2	1	6	4	2	4	4	6
31283	2	3394	1	0	16	-8	1	1	6	1	9	5	9	10	1		8	0														
25063	1	5	1	0	16	-8	1	1	1	1	8	5	5	8	5	6	5	0	1	1	1	5	1	1	1	5	2	5	6	1	1	7
5853	1	2640	2	1	15	-7	2	1	8	5	6	4	8	3	5	0	6	2	3	5	1	2	1	5	4	1	1	1	7	1	4	7
32860	1	3659	1	0	13	-6	2	1	7	4	7	4	6	4	1	3	4	0	1	1	4	5	5	1	1	1	7	6	7	4	5	6
21055	2	1729	10	0	13	-7	1	4	3	1	6	6	1	8	1	3	2	0	5	5	5	3	1	5	5	1	4	2	5	3	1	6
5064	1	4277	2	1	15	-6	2	1	8	7	9	6	5	3	3	0	5	0	4	3	3	2	1	2	2	3	5	1	5	1	5	7
17282	1	4475	9	0	13	-7	1	3	2	1	4	5	2	8	2	6	4	0	3	4	3	3	1	4	2	1	4	2	5	2	1	6
38085	1	2441	5	0	15	-4	3	2	3	5	9	5	2	6	2	0	4	0	2	2	5	1	1	3	4	3	6	1	3	5	3	3
26740	1	650	7	1	13	-5	1	3	5	1	2	7	2	2	2	3	2	0	5	5	5	2	1	4	5	5	2	2	5	2	2	6
38134	2	572	8	0	15	-5	1	3	3	3	6	6	1	8	3	3	2	3	2	3	3	1	3	5	1	4	1	3	5	5	1	6
27570	2	2882	9	0	15	-9	1	3	2	7	6	4	2	9	5	3	6	1	5	5	4	2	3	1	3	1	5	1	5	7	1	7
17447	2	448	5	0	13	-3	1	2	5	4	9	4	4	1	1		6	0														
21138	2	5765	1	0	16	-9	4	1	7	1	9	5	7	9	2	0	6	1	3	1	2	1	2	3	4	1	7	2	7	4	3	7
32993	1	5327	2	0	13	-9	4	1	9	6	6	4	4	6	2	6	3	2	1	4	4	4	3	4	2	1	5	6	7	2	2	6
4221	2	3181	1	0	16	-8	1	1	1	1	6	5	4	9	1	3	5	0	3	2	4	2	1	2	2	1	5	2	1	4	5	7
33485	1	5598	8	0	13	-5	1	3	3	3	8	4	2	10	2	0	8	0	1	5	4	5	2	2	2	2	3	1	6	1	2	5
11253	1	1852	3	0	12	-6	1	2	3	5	6	5	3	5	1	3	5	2	2	5	3	4	2	3	3	1	4	1	6	5	1	3
8868	2	5692	1	1	16	-7	1	1	7	7	9	2	9	9	2	0	4	0	4	5	1	5	3	5	4	2	4	2	1	1	7	6
21060	2	821	0	1	15	-3	1	0	8	3	5	5	5	6	8	0	4	0	2	2	4	2	1	3	1	3	3	4	6	4	3	7
20021	2	456	6	0	13	-5	1	3	8	7	5	4	2	9	4	6	8	2	5	1	2	3	1	3	4	3	7	1	6	2	4	7
17588	2	283	1	0	16	-7	1	1	1	1	7	5	4	4	1	0	2	2	5	5	4	2	4	5	4	4	6	1	3	7	3	7
25980	2	2681	1	0	13	-9	1	1	2	2	7	4	4	10	1	0	4	1	5	1	2	5	4	3	5	1	4	1	7	1	7	7
40	2	3172	1	0	14	-8	1	1	3	1	8	6	5	10	2	0	3	2	5	1	2	4	1	3	4	3	6	1	3	1	4	6
15852	2	5000	2	1	16	-8	1	1	7	5	7	4	5	9	1	3	3	2	3	2	5	1	1	1	3	3	1	3	4	5	2	3
32574	2	50	1	0	13	-9	2	1	5	9	9	4	6	8	2	0	4	2	2	1	3	2	1	4	3	3	1	2	1	1	1	7
4748	2	2054	6	0	16	-7	1	3	1	4	9	5	2	9	1	0	6	0	1	1	1	4	1	5	3	1	2	1	7	7	2	6
32457	1	4288	2	2	16	-8	3	2	7	7	1	4	6	9	7	3	2	3	3	1	2	5	4	4	4	4	5	2	7	3	1	3
14724	2	334	1	1	14	-8	2	1	9	2	5	5	6	9	2	0	4	0	1	5	5	3	3	1	3	1	4	2	7	4	4	7
32302	2	1592	8	0	13	-6	1	3	3	6	4	4	1	2	1	3	1	0	2	1	2	2	2	1	1	2	1	1	2	3	3	7
11663	1	5355	1	0	16	-9	3	1	5	2	7	5	5	10	2	3	6	2	1	2	3	1	1	2	3	2	1	3	3	4	3	7
8433	2	2262	4	0	13	-7	1	2	4	5	5	5	7	10	2	6	4	1	5	2	3	5	3	1	5	2	1	1	7	2	2	5
29046	2	1653																														
24026	2	74	6	1	15	-2	1	3	4	6	6	4	2	10	5	0	4	1	2	5	1	4	3	3	1	2	5	2	5	1	2	7
28259	2	4013	2	1	14	-8	3	1	8	8	4	3	4	9	1		6	2														
10040	2	606	2	1	16	-4	1	1	4	1	2	5	4	6	1	0	1	2	5	1	5	1	1	1	4	4	1	1	5	2	7	6
26626	1	5518	1	0	16	-8	1	1	1	4	9	4	3	10	1	0	8	0	5	1	2	4	3	3	2	2	7	3	7	5	1	6
34909	1	3	1	0	15	-3	1	1	3	7	7	4	6	9	1	0	6	1	3	1	1	1	1	5	1	2	5	1	6	2	1	1
27644	2	2281																														
37156	2	573	1	0	15	-5	1	1	2	1	9	5	7	9	3	6	4	2	1	1	4	3	3	3	3	3	1	3	6	1	2	6
37451	2	1538	2	1	16	-9	3	1	8	5	7	5	5	5	1		6	2														
9187	2	3447	1	0	16	-9	1	1	5	1	9	5	5	10	2	3	3	2	4	1	4	4	1	1	4	1	5	2	7	4	3	7
21033	1	1925	4	0	12	-8	1	2	2	7	9	4	6	8	1		8	0														
10339	1	1974	4	1	14	-5	2	2	8	7	8	5	7	3	8	3	1	0	5	1	5	5	3	1	1	4	7	1	2	5	6	6
6017	1	1348	5	1	16	-9	1	2	1	9	6	3	7	10	4	0	6	0	5	5	2	4	5	5	1	2	4	1	7	3	3	6
37667	2	3327																														
10515	2	4030	1	0	16	-9	1	1	2	2	7	4	6	4	2		3	0														
30513	2	2783	2	0	13	-7	3	1	5	3	8	4	8	8	3	0	4	1	5	5	1	3	4	5	5	1	7	1	3	2	2	6
5854	2	597	1	1	16	-9	1	1	2	6	9	4	7	9	1	3	8	2	1	5	5	2	5	1	3	4	1	3	4	4	2	5
25420	2	1437	7	0	16	-7	1	3	1	2	8	5	1	1	1		5	0														
7073	2	1582	3	0	15	-2	3	2	9	8	5	4	9	7	3	3	5	1	3	3	3	3	1	3	5	1	7	1	7	2	1	3
16066	2	2140																														
13534	2	515	1	0	14	-8	2	1	7	2	9	4	7	10	5	0	4	2	4	2	4	4	4	3	3	1	5	5	7	6	6	7
17664	2	1762																														
36628	2	2516	2	0	16	-8	4	1	1	4	8	5	6	7	2	0	6	0	1	1	3	1	5	4	5	1	7	6	5	5	5	4
33340	2	440	2	0	15	-3	1	1	2	7	7	4	7	10	1	0	6	0	4	5	2	5	5	2	5	2	7	1	7	1	1	5
9120	2	1381																														
2068	2	1678	3	0	15	-5	1	2	2	5	2	6	1	10	1	0	5	1	2	3	5	3	3	2	4	5	1	5	4	4	2	6
23900	2	3153	1	1	15	-5	3	1	4	1	6	5	8	10	3		3	0														
33753	2	2784	1	0	14	-3	3	1	3	1	7	5	6	7	3	3	7	1	5	4	3	3	1	4	4	1	5	3	7	4	1	6
11226	1	1726	81	0	13	-6	1	5	2	6	4	6	1	1	2	0	8	2	1	5	1	1	1	5	5	1	3	4	1	1	6	6
30107	2	534	91	2	13	-6	3	5	6	3	4	7	1	1	1	0	4	0	5	5	1	1	5	5	5	1	7	1	5	7	1	5
36586	2	51	1	0	15	-6	2	1	5	2	7	4	6	10	4	0	6	2	2	4	2	2	1	2	2	3	1	1	7	2	1	6
2261	2	5655																														
28960	2	2009	1	0	16	-9	1	1	6	2	8	3	6	9	2	6	8	1	4	2	4	1	1	3	5	3	5	2	7	1	2	6
15808	1	828	7	0	15	-5	1	3	2	2	9	6	2	7	1	0	6	1	1	1	5	1	2	2	2	2	7	4	2	5	3	6
14356	1	3048	3	0	14	-9	1	2	1	8	8	4	8	10	2	0	9	0	5	5	2	4	5	5	2	3	2	1	1	6	6	6
