ID	canceler
35568	no
2755	no
5943	no
8538	no
11483	yes
14254	no
31865	no
13533	no
29122	no
7923	no
2965	no
37753	no
6292	no
36899	no
5681	no
20275	no
22466	no
184	no
21087	no
17045	no
16597	yes
7945	no
26934	no
11079	no
26275	yes
1711	no
30133	no
14403	no
9979	no
12865	no
37860	no
13222	no
29648	no
31339	no
37017	no
34186	no
22925	no
24757	no
19251	yes
29409	no
13622	no
22460	no
25034	no
30109	no
25212	no
4031	no
4258	yes
3941	no
5461	no
11231	no
24564	no
22653	no
17693	no
28491	no
29984	no
27349	no
17285	no
27756	no
2008	no
32910	no
12587	no
28428	no
19562	no
19672	no
12491	yes
16432	no
1146	no
33443	no
34209	no
16344	no
31470	no
25616	no
31849	no
15095	no
4400	yes
25660	no
5991	no
8529	no
34852	no
20546	no
14009	yes
33571	yes
21305	no
5161	no
16958	no
27576	no
30943	no
6532	no
21560	no
18109	no
37359	no
4393	no
11598	no
32202	no
24999	no
16375	no
16491	no
9020	no
29339	no
641	no
12647	yes
18920	no
26565	no
16862	yes
20699	no
27122	no
7673	no
16087	no
10639	no
23628	no
18958	no
26125	no
5208	no
23697	no
30525	no
27495	no
30249	no
17630	no
26644	no
5212	yes
3893	no
4608	no
1233	no
10650	yes
23101	no
9296	no
10796	no
13637	no
24413	no
37936	no
8834	no
32485	no
24785	no
34307	no
32675	no
984	no
24902	no
28405	no
733	yes
7828	no
15903	no
28331	no
14763	no
17672	no
31925	no
29646	no
5915	no
13950	no
30774	no
15593	no
28554	no
7449	no
19480	no
26310	no
15315	yes
7750	no
13740	no
35218	no
29468	yes
4494	no
6255	no
38378	no
24146	no
11661	no
10084	no
30730	no
13960	no
5728	no
12605	yes
6864	no
36149	no
1473	no
26668	no
38428	yes
26641	no
12935	no
31832	no
30400	no
33758	no
22754	no
7439	no
29292	no
4341	no
26	no
22337	no
37532	no
4175	no
30243	no
8600	yes
12135	no
35301	no
15205	no
28791	yes
6829	no
28787	no
24020	no
12187	no
33208	no
23691	no
26124	no
22436	no
4235	no
19879	no
34626	no
19150	no
28889	no
32982	no
8263	no
9574	no
34483	no
33923	no
32883	no
843	no
33480	no
14125	no
28246	no
1130	no
3655	no
3037	no
17376	no
16809	no
30916	no
9735	no
27945	no
3943	no
27124	no
16661	no
9817	yes
25652	no
28235	no
780	yes
22965	no
32885	yes
26643	no
16363	no
17009	no
38290	yes
11533	yes
12683	no
24024	no
29390	no
32656	no
37325	yes
11223	no
18424	no
17044	yes
16790	no
18320	no
18789	no
34351	no
264	no
37708	no
29473	no
17003	no
24696	no
24558	no
10228	no
7732	yes
29857	no
18646	no
1462	no
16971	yes
36572	no
26443	no
33136	no
18903	no
14057	no
18595	no
16226	yes
590	no
32516	no
34308	no
20653	no
36	no
28020	no
37441	no
35543	no
36183	no
6656	no
4892	no
37863	no
35446	no
8710	no
33441	yes
10421	no
26936	no
28221	yes
1093	no
12840	yes
1242	no
11795	no
23938	no
24690	no
15078	no
22916	no
26480	no
29276	no
16129	no
14019	no
12555	no
7049	no
28934	no
24827	no
13769	no
21639	no
31020	no
11939	no
20170	no
36846	no
29268	no
36934	no
23090	no
19724	no
29642	no
30242	no
33691	no
16973	no
31451	no
28808	no
694	no
9754	no
37497	no
32336	no
8477	no
31513	no
19057	no
35399	no
31615	no
36724	no
1201	no
3611	no
27787	no
31427	no
14104	no
25682	no
23507	no
25936	no
31533	no
32496	no
1995	yes
21279	no
15908	no
34361	no
17677	no
32207	no
17092	no
20596	no
15371	no
29522	no
23626	no
8071	yes
8144	no
18287	no
19421	no
21121	no
24984	yes
11629	yes
17773	no
31424	no
3379	no
21243	no
1313	no
9013	no
15233	no
36117	no
13166	no
23366	no
25724	no
8836	no
32528	no
27446	no
3256	no
9782	no
31091	no
33190	no
38557	yes
29234	no
7869	no
34686	yes
32324	no
19872	no
27774	no
27283	no
38267	no
28565	no
17557	no
2463	no
20357	yes
22836	no
21989	yes
23958	no
27808	no
21348	yes
3478	no
10724	no
500	no
9165	no
14137	no
30356	no
9842	no
19910	no
9743	no
11088	no
27855	no
28414	no
28964	no
13745	no
38073	no
5574	no
38337	no
24665	yes
8874	no
14869	no
11225	no
25396	no
28125	no
18238	yes
34323	no
13937	no
1430	no
3804	no
21103	no
8256	no
14992	no
31809	no
33960	no
12800	no
30441	no
29538	no
24733	yes
10502	no
10011	no
33526	no
18028	no
14070	no
25097	no
18846	yes
19637	no
6634	no
8835	no
14380	no
4595	no
36579	no
11679	no
21133	no
28591	no
8222	no
25443	no
1560	no
8110	no
33829	no
17348	yes
14177	no
36169	no
23189	no
29965	no
27883	no
20040	no
23396	no
34970	no
29187	no
6696	no
22717	no
20404	no
36797	no
30436	no
14059	no
30852	yes
16175	no
14324	no
22087	no
23433	no
27590	no
4762	no
27779	no
8923	no
29486	no
5235	no
34705	yes
24477	no
19085	no
18810	yes
319	no
4490	yes
9298	no
28031	no
23814	no
37422	no
490	no
22517	no
36602	no
15458	no
24009	no
14015	no
8808	no
13763	no
29058	yes
32060	no
18050	yes
825	no
37684	no
14139	no
25733	no
18459	yes
30903	no
33770	no
6144	no
8635	no
20914	no
32231	no
4583	no
19132	no
6095	no
12595	no
13956	no
32134	no
33787	no
4759	no
35786	no
19592	no
7290	no
24573	no
10470	no
16102	no
5699	no
11266	no
27586	no
30784	no
25204	yes
13406	no
30975	yes
2531	no
14483	no
23524	no
25081	yes
24619	no
33141	no
7252	no
23733	no
18759	yes
13829	no
7241	yes
3107	yes
10172	no
1899	no
29971	no
13792	no
4050	no
27596	no
5479	no
23784	yes
14109	no
37026	no
16119	no
18845	no
6401	no
8277	no
6400	yes
22254	no
35262	no
24688	no
27882	no
33315	no
331	yes
31653	no
30519	no
21518	no
163	no
25252	no
13990	yes
16928	no
29225	no
32349	no
35814	no
28191	no
25613	no
27447	no
11180	no
1770	yes
23729	no
25906	no
21766	no
29594	no
32903	no
31209	no
33906	no
20684	no
13771	no
22910	no
16492	no
13961	no
37994	no
38040	no
11548	no
6006	no
11829	no
28740	no
25479	no
5779	no
27274	no
32386	no
9798	no
4829	no
28781	no
17251	no
34159	no
21468	no
21911	no
29283	no
35006	yes
5107	no
18429	no
33115	no
3705	no
16221	no
7302	no
2522	no
22088	no
11724	no
19478	no
3798	no
14796	no
9369	no
34316	no
28169	yes
5937	no
26274	no
34123	no
6764	no
33409	no
15402	no
28244	no
25475	no
28054	no
26657	no
19337	yes
25454	no
3844	no
26186	no
16495	no
4285	no
14906	no
12965	no
27398	no
5811	no
4646	no
31157	no
1104	no
27502	no
27958	no
24509	no
22196	no
21043	no
14467	no
14282	no
15035	no
35784	no
7541	no
7889	no
215	no
33057	no
23465	no
4030	no
8720	no
34469	no
30438	yes
893	no
8902	no
9736	no
8682	no
20969	no
33839	no
1394	no
23632	no
11407	no
11618	no
36982	no
10833	yes
10428	no
1230	no
26520	no
37282	no
18803	yes
5768	no
17006	no
3544	no
1287	no
24636	no
31131	no
10424	no
7856	no
2482	no
5547	no
5331	no
11981	no
21419	no
8952	no
35960	no
35531	yes
1320	no
26431	no
4846	no
27795	no
2413	no
36717	no
19579	no
27781	no
34768	no
20068	no
11535	no
15729	no
18513	no
33123	no
13721	no
37172	no
17779	no
22072	no
37181	no
18182	no
6086	no
17761	no
16311	no
21715	yes
30012	no
12404	no
18303	no
24711	no
29574	no
3218	yes
2376	no
1862	no
8020	yes
19117	no
13854	no
6971	no
34403	no
31216	no
28180	no
31880	no
17063	no
17103	no
34121	no
27665	no
8220	no
10967	no
16867	yes
8374	no
25313	no
20300	no
32777	no
14956	no
17684	yes
3746	no
24995	no
31874	no
29524	no
136	no
16406	no
4280	no
29158	no
33200	no
30186	no
9148	no
25537	yes
26144	no
24388	no
13545	no
6970	no
265	no
28890	no
36013	no
8950	no
7806	no
1367	no
6581	no
8957	no
9876	no
18601	no
38354	no
34874	yes
2460	no
14353	no
2089	no
3258	no
13323	no
19367	no
4035	no
26326	no
18730	no
19272	no
30928	no
32554	no
33024	no
33423	yes
11291	no
36454	yes
11976	no
16589	no
10184	yes
9506	no
29511	no
28777	no
86	no
23944	no
31532	no
1040	yes
7407	no
13077	no
31222	no
20049	no
10034	no
14814	no
29811	yes
9569	no
7967	no
30988	no
35177	no
18308	no
12078	no
3322	no
27687	no
5505	yes
8702	no
2318	no
34066	no
30889	no
29679	no
26046	no
27552	no
29289	no
34753	no
34489	no
36148	no
29895	no
3259	no
7871	no
17074	no
37206	no
14246	no
16184	no
20888	no
34509	no
15870	no
1693	yes
1463	no
17413	yes
38501	yes
25012	no
21105	yes
4028	no
7657	no
19351	no
22611	no
22051	no
27786	no
29011	no
25482	no
13089	no
13263	no
28815	no
18387	no
30978	no
31037	no
28038	no
16808	no
13228	no
27708	no
24335	no
27968	no
32473	no
23371	no
28107	no
37704	no
7670	no
3228	no
35678	no
33227	no
8624	no
892	no
20024	no
4693	no
35502	no
10579	no
27491	no
15474	no
3070	no
21236	no
34751	no
6762	no
37848	no
7818	no
9994	no
23391	no
30276	no
38272	no
8730	no
13736	no
37418	yes
34037	no
19739	no
1590	no
32145	no
2803	yes
34223	no
11314	no
14299	no
34984	no
24580	no
4864	no
21197	no
7380	no
28349	yes
22598	no
1411	no
2015	no
2191	no
9238	no
35277	no
30396	yes
16539	no
14878	no
6171	no
20333	no
25390	no
4854	yes
11186	no
21711	no
21027	no
15171	no
212	no
28705	no
27872	no
35541	no
11742	no
23119	no
33511	no
29615	no
35474	no
35900	no
12451	no
37625	yes
3065	no
2744	no
415	yes
10775	no
27585	no
6753	no
15766	no
19626	no
24446	no
11537	no
37195	no
29951	no
5845	no
25826	no
16316	no
11822	no
13279	no
31428	no
35528	no
12145	no
21872	no
20465	no
7219	no
13571	no
6141	no
25455	no
4364	no
13008	no
28126	no
36416	yes
8163	no
17559	no
11455	no
3405	no
18379	no
14481	no
1722	no
18818	no
5496	no
13586	no
25155	no
21581	no
7861	no
16645	no
27269	no
37089	no
6305	yes
24249	no
16986	no
2781	no
16068	no
3146	no
2680	no
12699	no
29139	no
27041	no
18906	no
1963	no
16358	no
2346	no
15165	no
37335	no
9527	no
16949	no
9576	no
21869	no
596	no
33173	no
17196	no
22360	no
34019	no
21259	no
12912	no
18158	yes
27727	no
17951	no
11066	no
37239	no
24052	no
10531	no
8262	no
13215	no
32865	no
15251	no
25070	no
15701	no
26999	no
21849	no
29683	no
31105	no
36026	yes
492	no
14586	no
18503	no
37621	no
35542	yes
5425	no
22765	no
32989	no
33286	yes
7981	no
11281	no
4744	no
9043	yes
9741	no
7520	no
9613	no
14165	no
22680	no
31691	no
4739	no
11080	no
16520	yes
11982	no
36003	no
7410	no
36609	no
6930	no
16963	no
24944	no
942	no
26242	no
29212	no
4848	yes
33649	no
8288	yes
25085	no
10045	no
35831	no
34696	no
24508	no
7008	no
13212	no
24157	no
28167	no
1301	no
33185	no
28061	no
3068	no
24759	no
32866	no
1577	no
3368	no
25856	no
32390	no
5885	no
16266	no
26254	no
5393	no
18406	no
21401	no
25730	no
30583	yes
15659	no
12105	yes
31351	no
26568	no
23859	no
18264	no
22073	no
290	yes
22983	no
34822	no
34136	no
4852	no
31924	no
16721	no
5399	no
220	no
29030	no
3838	no
1660	no
31215	yes
8901	no
11309	no
20017	no
13616	no
14212	no
24750	no
1077	no
32934	no
7077	no
6248	no
10868	no
3765	no
10099	no
24560	no
6582	no
21933	yes
12929	no
7032	no
11489	no
26637	no
33773	no
6277	yes
35351	no
25559	yes
19915	no
12733	no
3700	no
25340	no
15241	no
9039	no
2907	no
33928	no
23671	yes
36308	no
69	no
9762	yes
24329	no
28286	yes
9150	yes
28920	no
4639	no
36720	no
30770	no
12439	no
18255	yes
23606	no
32623	no
32333	no
16353	no
24758	no
3865	no
9376	no
31659	no
26208	no
25781	no
15075	no
27477	no
11406	no
12033	no
182	no
9874	no
35672	no
10551	no
30665	no
37281	no
9467	no
7744	no
14726	no
16022	no
13667	no
29343	yes
6273	yes
36485	no
35216	no
9284	no
19560	no
9211	yes
15317	no
21798	no
27603	yes
33876	no
889	no
12734	no
9984	no
24205	no
20267	no
28453	no
1652	no
33845	no
33668	no
27235	no
2628	no
29347	no
4750	no
23623	yes
18820	yes
2302	no
9749	no
30716	no
25763	no
29006	no
2457	no
2926	no
7244	no
8804	no
18840	no
35776	no
27111	yes
19979	yes
23061	no
36552	no
32881	no
35560	no
21902	no
31576	no
20293	no
37042	no
36751	no
4006	no
3729	no
28662	no
7026	no
24697	no
19452	no
34477	no
3768	no
15068	yes
29170	no
37558	no
15999	no
18065	no
4695	no
36174	no
38176	no
36986	no
18870	no
37510	no
30731	no
2910	no
31121	no
5062	no
37547	yes
24743	no
32142	no
10411	no
13364	no
37599	no
33884	no
3594	no
8634	no
5	no
9805	no
34566	no
22539	no
30403	no
2844	no
35772	no
30167	no
33684	no
26824	yes
14012	no
23523	no
11659	no
26303	yes
20932	no
6320	no
36901	no
25817	yes
2164	no
1303	no
18358	yes
31500	yes
34472	no
4059	yes
7085	no
15452	no
247	no
33284	yes
34060	no
12819	yes
11522	no
36970	no
35204	no
5831	no
10590	no
21505	no
2208	no
6560	no
23151	no
38325	yes
37619	no
30532	no
28944	yes
30009	no
5861	yes
31225	no
13403	no
24161	no
15920	no
38485	no
25820	no
16903	no
35437	no
28834	no
9176	no
10041	no
7330	no
9255	no
1088	no
16264	no
31702	no
20055	no
29064	no
3003	yes
18959	no
13531	no
26646	no
2469	no
15377	no
10437	yes
26045	no
27547	no
16026	no
12576	no
4949	no
32889	no
549	yes
10135	no
29453	no
24725	no
31229	no
26767	no
1006	no
13358	no
30688	no
2173	no
37614	no
35107	no
14975	no
33278	yes
12437	no
5437	no
13590	no
21496	no
21651	no
1696	no
4368	no
813	no
14222	no
38075	no
14739	yes
35233	no
18814	no
25061	no
20868	no
21900	no
1592	no
17674	no
3020	no
14815	no
16755	no
17180	no
22048	no
1047	no
29754	no
37197	no
11000	no
36041	no
566	no
10337	no
1795	no
7000	no
21537	no
18	no
16643	no
18394	no
33998	no
33938	no
24319	no
7156	no
18576	no
1712	no
29062	no
17314	no
26357	no
22047	no
1062	no
26029	no
8013	no
1818	no
25528	no
38479	yes
11500	no
35845	no
21739	no
31652	yes
32154	no
24033	no
33509	no
31996	no
34546	no
14201	no
33515	no
24085	no
13121	no
17634	no
19890	no
7669	no
23780	no
20574	no
10444	no
7936	no
28634	no
9189	no
15825	no
19580	no
13016	no
19817	no
25082	no
7685	no
30247	no
21111	yes
33681	no
30076	no
6730	no
8197	yes
24634	no
28206	no
9164	no
16484	no
19701	no
13119	no
9528	no
15778	no
26279	no
31450	no
26164	yes
31573	no
37648	no
37231	no
13431	no
5289	no
22046	no
24017	no
9449	no
6047	no
12305	yes
25243	no
20898	no
8148	no
24352	no
11376	no
11649	no
3782	no
12193	yes
35987	no
15018	no
10294	no
37108	no
20034	no
30204	no
10662	no
36313	no
7591	no
29039	no
21357	no
34451	no
29581	no
31248	no
38348	no
10797	no
8596	no
28707	no
20214	no
7632	no
15001	no
11333	no
18824	no
29905	no
18842	no
33467	no
4769	no
10351	no
13464	no
15208	no
725	yes
15341	no
15774	no
6299	yes
33209	no
13405	no
6185	no
6662	no
7872	no
21736	no
28932	no
29710	no
19269	no
23136	no
32180	no
31189	no
16926	no
18210	no
26472	no
35986	yes
6150	no
13539	no
34997	no
37779	no
36465	no
11845	no
27103	no
34943	no
4357	no
19894	no
15549	no
23972	yes
3573	no
18831	no
26518	no
616	no
31045	no
19180	no
10921	no
1743	yes
17896	no
1979	no
5120	yes
33541	no
429	no
25258	no
29513	no
20411	no
27084	no
2213	yes
53	no
12190	yes
13928	no
31520	no
26488	yes
28767	no
36240	no
31285	no
25651	no
28398	no
31961	no
608	no
34558	no
13051	no
33801	no
31148	no
34256	no
22431	no
29131	no
5310	yes
18157	no
11150	no
22478	no
28228	no
33589	no
8922	no
29251	no
5152	no
36327	no
24309	no
19509	yes
20032	no
19432	no
16562	no
26255	no
36879	no
3476	no
2795	no
5176	no
9486	no
9893	no
11827	no
4851	no
27839	no
12658	no
20317	no
6103	no
9838	no
14005	no
12596	no
2116	no
32192	no
28820	no
31968	no
3545	no
611	yes
1138	no
7991	no
36214	no
3722	no
35250	no
11157	no
17185	no
28059	no
20697	no
11481	no
20467	no
9461	no
9270	no
35304	no
9622	no
28536	no
32069	no
25497	no
15163	no
7972	no
22683	no
18979	yes
36008	no
7793	no
22398	no
36163	no
3395	no
7647	yes
9081	no
36277	no
13231	no
30349	no
13962	no
4335	yes
20042	no
2653	no
1438	no
13505	yes
13713	no
33978	no
30068	no
4345	no
11628	no
15524	no
6482	no
1476	yes
6493	no
26907	no
36597	no
29848	no
32878	no
7191	yes
13111	yes
5761	no
18071	no
10239	no
24361	yes
11355	no
16774	yes
31634	no
17218	no
32595	no
10941	no
19296	yes
16574	no
4193	no
20382	no
10060	yes
10185	no
32839	no
420	no
4623	no
12720	no
31686	no
4109	no
242	no
37671	no
13129	no
2732	no
32111	no
10901	no
19706	no
4480	no
21503	no
1633	no
33424	no
20037	no
26205	no
20907	no
30640	yes
33303	no
19630	no
7146	no
36061	no
20416	no
31297	yes
14225	no
15933	no
25188	no
30874	no
18916	no
10144	no
4918	no
36774	no
21501	no
28819	no
4155	no
27726	no
35430	no
34242	no
27489	no
2564	no
11369	no
11469	no
8314	no
38541	no
35795	yes
26042	no
15618	no
2941	no
24206	no
17350	no
26080	no
27079	no
27131	no
4678	no
18564	no
19870	no
20242	no
4619	no
729	no
20943	no
18222	no
28901	no
36866	no
6374	no
32748	no
9410	no
1600	no
36845	no
2306	no
9109	no
14030	no
33461	no
27202	no
22652	no
7629	yes
12264	no
17245	no
31657	no
28460	no
14897	no
29386	no
5091	no
23330	no
18952	no
36922	no
24782	no
1105	yes
30859	no
11942	no
6745	no
2341	yes
15619	no
6272	yes
3298	no
33162	yes
19049	no
17415	no
2906	no
23317	no
344	no
25689	no
34095	no
2412	no
30106	no
37368	no
18455	no
25169	no
38530	no
23968	no
30357	yes
20027	no
25478	no
1243	no
17690	no
6312	no
22044	no
2247	no
25148	yes
20185	no
2936	no
12457	no
36021	yes
16328	no
33127	no
8978	no
3470	no
21412	yes
20272	no
18453	no
9405	no
18800	no
10202	no
35056	no
33101	no
3668	no
12413	yes
26049	no
7703	no
13230	no
24809	no
36858	no
663	no
33982	no
19596	no
5115	no
31199	no
15790	no
36914	no
20086	no
8689	no
10836	no
20803	no
34128	no
22381	no
34414	no
36903	no
13902	no
797	no
30004	yes
24763	yes
36285	no
14852	no
21852	no
38030	no
24874	no
7076	no
22854	no
24768	no
90	no
36907	no
15054	no
26774	no
25467	no
35433	no
257	yes
6287	no
1719	no
31613	no
10103	no
23815	no
18684	yes
29312	yes
2001	no
23255	yes
2612	no
9524	no
23176	no
20277	no
21614	no
2267	yes
1951	no
20818	no
36470	no
1052	yes
26703	yes
28074	no
28022	no
16029	no
3096	yes
26172	no
37964	no
35624	no
25784	no
21058	no
26515	no
384	no
13152	no
25488	no
36396	yes
34773	no
20516	no
6814	no
677	no
15961	no
7267	yes
27624	no
20351	no
13494	no
11833	no
34977	no
14471	no
15326	no
32570	no
13645	yes
15218	no
14267	no
8084	no
26670	no
36205	no
24971	no
20501	no
34417	no
30260	no
24382	no
26899	no
23717	yes
30957	no
33814	no
18960	no
22191	no
21567	no
26918	no
31781	no
20955	no
35509	no
13872	no
21948	no
29057	yes
12338	no
16403	no
6007	no
15293	no
10143	no
29706	no
10447	no
20199	no
34770	no
1392	no
18644	no
27768	no
28555	no
32562	no
17039	no
1339	no
6561	no
16379	no
12310	no
27294	no
25705	no
9674	no
2084	no
33910	no
25399	no
36237	no
23454	yes
8254	no
30808	no
12752	no
1238	no
3306	no
35862	no
9378	no
13747	no
30624	no
34426	no
35539	no
32091	no
3564	no
34729	no
30240	no
2491	no
7844	no
28387	yes
23043	no
2709	no
6916	no
5725	no
5463	no
24585	yes
33965	no
13278	no
26895	no
23273	no
4293	no
35887	yes
18827	no
16879	no
16795	no
38423	no
6684	no
35982	no
37781	no
4672	no
6229	no
20266	yes
28730	no
31693	no
9585	no
26508	no
11764	no
15099	no
19306	yes
28847	no
16875	no
21602	no
3662	no
19708	no
6645	no
11869	no
12586	no
29259	no
368	no
6742	yes
28440	yes
20138	no
29610	yes
24513	yes
36734	no
19158	no
27355	no
19720	yes
20331	no
14114	no
31537	no
3369	no
24371	yes
30828	no
10936	no
24013	no
25418	no
35648	yes
11571	no
22887	no
11497	no
29878	no
29349	no
31312	no
9061	no
20222	no
30379	no
27863	no
22601	no
3686	no
21813	no
35840	no
23544	no
35352	no
32167	no
18856	no
4532	no
26257	no
11433	no
19942	no
3414	no
29061	no
6487	no
14769	no
5656	no
25551	yes
99	no
4933	no
24698	no
18779	no
22400	no
20795	no
1368	no
34436	no
7900	yes
33293	no
38444	no
9760	no
15545	no
17647	no
22296	yes
18398	no
21018	yes
35007	no
721	no
12022	no
3579	no
22033	no
29360	no
32858	no
28413	no
30164	yes
26308	no
27719	no
35857	no
903	no
19838	no
18884	no
37425	no
26592	no
10694	no
4859	no
14622	no
24550	no
14357	no
12637	no
2113	no
27043	no
28691	no
2066	no
15830	no
15846	no
33233	no
11708	no
14558	no
1485	no
31129	no
2117	yes
26002	no
10063	no
16791	no
36297	no
35631	no
32922	no
1962	no
22587	no
35853	no
25939	no
2007	no
5713	no
25777	no
27530	no
24500	no
8990	no
18179	yes
29296	no
1670	no
14612	no
35001	no
23603	no
29020	yes
6137	no
3073	no
18848	no
241	yes
12729	no
34050	no
19256	no
14650	yes
9426	no
3335	no
13049	no
3902	no
17359	no
19200	yes
6041	no
2708	no
1861	no
15648	no
2909	no
3663	no
25964	no
38340	no
20618	no
7322	yes
14902	no
8592	yes
17108	no
18982	no
18104	no
31319	yes
31338	no
34129	no
9337	no
26924	yes
34721	no
31000	no
22209	no
33582	no
30829	no
30051	no
2853	no
26259	no
19179	no
17367	no
8813	no
18575	no
24702	no
11118	no
4402	no
36494	yes
23341	no
29092	no
22825	no
13031	no
8683	no
21391	no
34946	no
29493	no
29266	no
22981	no
36338	no
21135	yes
32371	no
24794	no
14854	no
3548	no
21484	no
9022	no
28640	no
34555	no
454	no
17266	no
17777	no
2524	no
34320	no
37311	no
20756	no
37552	no
15481	no
5313	no
22249	no
28916	no
13035	no
31941	no
37244	no
27721	no
21119	no
8875	no
25374	no
9452	yes
32755	no
18098	no
22622	no
5330	no
15324	no
25653	no
34088	no
37465	no
30321	no
34651	no
11905	no
270	no
34005	no
21314	no
1955	no
13423	no
18283	no
26409	no
17947	no
12275	no
5987	no
11666	no
25131	no
9368	no
223	no
27365	no
18529	no
2722	no
20705	no
29112	no
3789	no
3997	no
34990	no
27158	no
13286	no
9775	no
24002	no
26245	no
10142	no
36741	no
4896	yes
35879	no
12428	no
4323	no
5009	no
5979	no
11132	no
17224	yes
1381	no
37343	no
27206	yes
25502	no
33435	no
22348	no
32046	no
8967	no
36696	no
25269	no
33066	no
36868	no
4699	no
14847	yes
15759	no
9129	no
887	no
19583	yes
38046	no
4064	no
22341	no
31612	no
7988	yes
26143	no
15460	yes
9363	no
2087	no
36087	no
32098	no
38121	no
14567	no
33854	no
33827	no
34231	no
16324	no
8593	no
8676	yes
29469	no
7501	yes
32163	no
14303	no
28701	no
17581	no
29535	no
29900	no
18421	no
26538	no
35525	no
3128	no
33432	no
23813	no
35345	no
31390	no
21454	no
13904	yes
19038	no
24710	no
38173	no
10899	no
23458	no
30972	yes
3400	no
28192	no
29557	no
5324	no
7798	no
30168	no
16040	no
15923	no
29596	no
16837	no
28364	no
35728	no
27332	no
18599	no
4809	no
4053	no
10032	yes
24612	no
32036	no
25242	no
24302	no
36541	no
21959	yes
24667	no
28549	no
9894	yes
21847	no
5533	no
15282	no
26122	no
5752	no
11026	no
33763	no
36193	no
37496	no
11343	no
20920	yes
20532	no
33380	no
22660	yes
36719	no
10161	no
18688	no
26101	no
2601	no
24727	yes
32453	no
12565	no
28875	no
19731	no
34437	no
21546	no
22548	no
5404	no
32630	no
21604	no
22642	no
10480	no
39	no
36440	no
28578	no
11826	no
4256	no
20133	yes
15027	no
33353	no
19679	yes
33100	no
167	no
28278	no
37302	no
22023	no
18540	no
16251	no
10013	yes
28907	no
37919	no
31916	no
15403	no
8931	no
27204	no
781	no
11258	no
15748	no
7805	no
5836	no
9213	no
18479	no
4503	no
18402	yes
34908	no
23142	no
5307	no
32772	no
19142	no
401	no
14076	no
13853	no
10386	no
21533	no
37318	no
1278	no
11456	no
10577	no
25698	no
16598	no
22040	no
22068	no
31505	no
17096	no
28965	no
23696	no
34934	yes
24981	no
33811	no
8700	no
24609	no
27133	no
35255	no
2592	no
23170	no
18764	no
32502	no
37854	no
14038	no
30761	no
6363	no
19425	no
29945	no
24127	no
29843	no
3457	no
9365	no
37646	no
17457	yes
30034	no
13087	yes
2396	no
32431	no
2971	no
30218	no
15541	no
1546	no
13791	yes
9139	no
25019	no
5607	no
32791	no
3176	no
13671	no
33349	yes
31152	no
28900	no
7214	no
31788	no
5644	no
31761	no
30998	no
4538	yes
9383	no
5155	no
18926	no
7010	no
6215	no
30599	no
35654	no
34140	no
5429	no
11514	no
5222	no
13176	no
9107	no
15610	no
12650	no
32313	yes
4068	no
27405	yes
26677	no
18522	no
26794	no
5829	no
15200	yes
32931	no
5703	no
16806	no
7683	no
21008	no
21805	yes
1402	no
16628	no
36754	no
16456	no
7982	no
34376	no
37942	no
8589	no
30468	no
31264	no
14313	no
22312	no
5491	no
654	no
30930	no
3430	no
472	no
16209	no
36124	no
3043	no
30811	no
9096	no
8669	no
9927	yes
31055	no
6247	no
20318	no
12612	no
17405	no
21132	no
32057	no
28821	no
19757	no
16043	no
14064	no
4318	no
13290	no
20184	no
19651	no
6334	no
19370	no
36620	no
34725	no
20828	yes
29132	no
23829	no
26372	no
27981	yes
5184	no
18866	no
32871	no
35507	no
4253	no
24753	yes
19009	no
36759	no
34628	no
35866	no
18791	no
8574	yes
20063	no
36102	no
35379	no
17762	no
16679	no
26868	no
1229	no
4149	no
18081	no
24930	no
28046	no
19968	no
19985	yes
1396	no
21987	no
27296	no
8252	no
8352	yes
19067	no
11739	yes
9097	yes
29355	no
15443	no
21404	no
15254	no
15581	no
1611	no
3017	no
1880	no
13131	no
196	no
4671	no
24429	yes
5512	no
31954	no
21751	no
10117	no
18391	no
24975	no
33407	no
11344	no
8748	no
36861	no
32869	no
29708	no
33862	no
21125	no
26741	yes
28759	no
27589	no
6113	no
7054	no
9586	no
27353	no
32890	no
1776	no
25198	no
32146	no
11546	yes
3961	no
8428	no
35203	no
17907	no
31787	no
28368	no
23845	no
31559	no
17697	yes
15159	no
268	no
962	no
11907	no
27799	no
35612	no
831	no
28734	yes
21488	no
23743	no
31064	no
13635	no
38199	no
6548	no
17844	yes
29207	no
13477	no
20627	no
26437	no
3263	no
28001	no
34624	no
26154	no
16268	no
22458	no
35807	no
24139	no
35182	no
17898	yes
3658	no
11222	no
22202	yes
17272	no
35721	no
8841	no
34795	no
27303	yes
34877	no
22224	no
21186	no
14570	no
34776	no
34365	no
26516	no
10891	no
27177	no
31218	no
13118	no
1537	no
24989	no
12836	no
12464	no
3473	no
2062	no
27514	no
30921	no
702	no
19473	no
33850	no
7888	no
441	no
26099	no
19238	no
28870	no
24064	no
27408	no
31238	no
13916	no
14687	yes
22647	no
29786	no
18751	no
23514	no
9950	no
42	no
14766	no
14061	no
31318	no
1810	no
15394	no
23467	yes
333	no
20140	no
8474	yes
23563	yes
2139	no
33823	no
12833	no
10753	no
32944	no
26829	no
14801	no
15182	no
25725	no
204	no
16272	no
6661	no
12870	yes
17068	no
4698	no
7355	no
25526	no
11719	no
12324	no
30508	no
4948	no
37389	no
17440	no
14552	no
359	no
7336	no
